,date,Other Water_e_track,Pacific Ocean_e_track,Gulf of California_e_track,Atlantic Ocean_e_track,Gulf of Mexico_e_track,Other Land_e_track,Western US_e_track,Southern US_e_track,Midwestern US_e_track,Colorado_e_track,Eastern Plains_e_track,Front Range_e_track,Pikes Peak_e_track,Arkansas Basin_e_track,High Mountain Valley_e_track
19,2000-01-20 00:00:00,29917.250168206767,17263692.807929937,241.89569357037544,12344.141962276535,705.2848662277684,45413.15201608448,491813.81827017164,93.17854372692818,88.26847694476601,12764.311843848787,10.799999800045043,495.8518344759941,30.814667814411223,5.336983843706548,105.4103067368269
20,2000-01-21 00:00:00,36117.02325022457,16563971.211129658,267.9694047421217,12358.33537323515,842.447019668296,61495.36848801542,645409.4997849928,327.4258880773559,185.04669849781203,77579.98378228769,2430.3713286612183,45188.176208496094,44.646786546334624,5.935906952247024,1551.632424838841
21,2000-01-22 00:00:00,32591.042670192957,17776593.284862205,418.9632292985916,17533.24007483844,1219.1145848851302,93674.19063187184,402621.90582856385,327.6914170595701,289.2804007154591,94392.39833422005,3330.732610359788,61186.48310852051,150.1959495358169,11.123857770115137,15544.342896431684
22,2000-01-23 00:00:00,45769.126722153815,11717659.655054776,610.4720690250397,23120.713906393255,1752.0708350467262,148567.8476468076,436204.94651739235,1329.6324584454537,212.45952227368252,5545.02838810347,142.80897300690413,1945.9101456999779,4.18683722615242,14.215850790962577,204.56440419331193
23,2000-01-24 00:00:00,49997.17724639849,7191303.712585882,1878.7330421209335,26975.599157792924,15598.423859201837,142672.61865558944,1400762.2600499901,1563.1678014813515,199.46396281765192,48767.121433844324,105.89436595141888,5437.317891538143,10.365633100271225,7.109702635556459,381.0064545124769
24,2000-01-25 00:00:00,19326.0246102706,7768934.8690514015,1593.8210255205631,34568.54854646339,18938.113879542798,119284.41870021264,2601563.2572289063,464.7973380407202,2055.3803272213554,136492.81633752957,853.6550184190273,48983.06343078613,4192.193568766117,869.5569115877151,9658.837958335876
25,2000-01-26 00:00:00,23049.73978559937,4620471.419128897,666.1778263896704,51333.25693932346,8239.827001981437,179369.54015659832,3586470.354418828,1305.283093533013,32004.153505245456,747410.3307560086,311121.57447719574,1196903.994140625,92548.69045066833,1935.3441208600998,119825.38006591797
26,2000-01-27 00:00:00,27293.26108204895,4239771.102913602,5067.762462377548,65199.73691001685,3010.4125406630337,180525.59131800142,1860186.1635815902,1403.4561915462837,22405.56342751975,2954343.1211848427,71358.18494772911,454479.26599121094,8641.895616084337,60.23594405781478,48237.177196502686
27,2000-01-28 00:00:00,23571.00962702606,5115040.049949237,9626.438693523407,73306.9593994332,4535.524285991676,66999.11308192908,375687.3764946618,273.8235390770715,7799.838781842263,303491.36132089375,3589.043071916327,130547.91108703613,50.11558637022972,2.164252997841686,11975.612175403163
28,2000-01-29 00:00:00,23174.425264153713,8950143.166295791,5907.002720832825,67949.58759011806,4001.5023616699036,72032.80545710726,69452.0935095152,166.4283950976096,800.2124849866086,15135.89834798011,2231.5638227369636,25684.435970306396,18.423999084159732,1.199898588238284,375.2181755900383
29,2000-01-30 00:00:00,34600.34715876618,9597188.434250379,1856.5420092344284,62681.30644881465,4230.37120443015,106012.45177334711,29431.2089579737,364.6058319060976,363.0338916222281,10162.649948835373,9.42366420198232,704.6614216566086,9.017174553126097,15.706846989691257,145.61296227574348
30,2000-01-31 00:00:00,43242.47116296208,8308850.822966337,4301.2631051540375,66211.04033020156,5758.658876397647,106479.04450668686,100600.03693346622,1015.0961912709754,249.90306560706813,4326.285984836519,684.1848968267441,5686.842756271362,113.21673300862312,157.30893272161484,215.64396077394485
31,2000-02-01 00:00:00,48694.56440028303,12994645.210112648,16326.60714673996,70147.14305708476,6282.491822564974,106791.70711997896,375557.59655019385,2568.301088742912,79.98319716891274,2293.9600937436335,9.54476140346378,499.4130985736847,14.815400186926126,36.284115893766284,241.51411771774292
32,2000-02-02 00:00:00,46143.733453885594,16888474.72210004,20413.841515541077,60560.99639529728,14761.914554778486,103710.91109741754,660186.5772677731,3834.100147858262,150.46959604066797,687.1220283284783,33.180041670799255,92.15989059209824,8.072828732430935,25.29949725419283,44.57740768790245
33,2000-02-03 00:00:00,34812.02845328318,17180434.59699812,10968.863589763641,51269.86623947884,32974.74682793487,68046.70110495646,631754.1832148738,2826.534640887752,3751.3037068196572,297958.324736068,13273.003574762493,33028.44167327881,56.17500734701753,11.59590132907033,3297.2029328495264
34,2000-02-04 00:00:00,31900.42830564231,15791619.201684548,14863.648499369621,40248.91605832615,38972.618217781186,70771.25691468338,71622.4740580861,1136.3563004108146,268.76190048106946,25790.955468756147,4965.4298701919615,25343.235679626465,63.27653512591496,1.0450832801871002,951.5047156363726
35,2000-02-05 00:00:00,36411.77484181171,16849978.929468438,19936.284236863256,46846.58256694655,37372.7425711602,129954.0688836853,349948.7597180504,381.76738368801307,26.596027927007526,1597.7048061219975,0.6726014390587807,4.437888360582292,0.3713517989963293,0.6308497861027718,9.28876984026283
36,2000-02-06 00:00:00,65189.497549936474,21800655.658533424,80024.91433262825,51745.10635211067,11709.578496530652,314352.5807228047,391528.1366020392,141.25571275351103,33.71905462842551,7830.8203541268595,22.374254871159792,5952.841889814474,0.41719659930095077,0.5273800401482731,13.478773309849203
37,2000-02-07 00:00:00,61099.3999584667,18112051.75187966,66599.57234793901,48660.31589090915,7028.017407712527,257409.0500571286,843976.2716623693,174.4317635348998,45.27510567888385,277.398488455452,1.2951512224972248,71.76068553933874,0.2568272065836936,0.6431981581263244,4.79108993569389
38,2000-02-08 00:00:00,39352.13914638526,14462914.09448836,13437.111822098494,67208.45225985258,3518.1140396152623,138672.09804718124,2782034.1857916964,142.5187083848723,31.83922765661555,1027.11341324565,0.6773350853472948,57.99932308169082,0.8830927789676934,0.6854952368885279,112.74407751578838
